agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,joined_at_dt
AGT0000559,EMP00400,Vikram Shah,VND0000006,T3,SUSPENDED,2024-01-05 03:42:45,2026-04-22 16:08:59,2024-01-05 03:42:45+00:00
AGT0000061,EMP00972,Priya Mehta,VND0000008,FIELD,SUSPENDED,2024-01-05 03:57:44,2025-01-25 03:45:10,2024-01-05 03:57:44+00:00
AGT0000660,EMP00456,Rahul Verma,VND0000013,T1,ACTIVE,2024-01-05 05:25:02,2025-11-13 17:22:38,2024-01-05 05:25:02+00:00
AGT0000204,EMP00171,Rohan Patel,VND0000011,T2,SUSPENDED,2024-01-05 06:35:07,2025-09-30 01:14:26,2024-01-05 06:35:07+00:00
AGT0000575,EMP00329,Neha Singh,VND0000003,DIGITAL,ACTIVE,2024-01-05 06:52:08,2025-10-25 08:52:19,2024-01-05 06:52:08+00:00
AGT0000730,EMP00443,Aarav Sharma,VND0000004,T1,ACTIVE,2024-01-05 07:38:22,2025-08-28 21:23:15,2024-01-05 07:38:22+00:00
AGT0000381,EMP00847,Rahul Verma,VND0000008,T2,INACTIVE,2024-01-05 07:56:39,2026-03-05 20:06:51,2024-01-05 07:56:39+00:00
AGT0000961,EMP00338,Ananya Rao,VND0000008,T2,ACTIVE,2024-01-05 09:27:41,2025-04-27 20:05:38,2024-01-05 09:27:41+00:00
AGT0000408,EMP00460,Neha Singh,VND0000012,DIGITAL,INACTIVE,2024-01-05 10:16:19,2026-05-15 19:57:04,2024-01-05 10:16:19+00:00
AGT0000686,EMP00239,Ananya Rao,VND0000009,FIELD,ACTIVE,2024-01-05 11:34:58,2026-02-11 17:23:58,2024-01-05 11:34:58+00:00
AGT0000385,EMP00121,Amit Kumar,VND0000001,T1,ACTIVE,2024-01-05 11:44:15,2026-07-27 12:11:55,2024-01-05 11:44:15+00:00
AGT0000088,EMP00791,Vikram Shah,VND0000015,FIELD,ACTIVE,2024-01-05 12:18:55,2026-01-28 16:22:50,2024-01-05 12:18:55+00:00
AGT0000576,EMP00301,Vikram Shah,VND0000014,T1,ACTIVE,2024-01-05 12:43:31,2025-08-12 20:50:08,2024-01-05 12:43:31+00:00
AGT0000930,EMP00164,Aarav Sharma,VND0000004,T1,SUSPENDED,2024-01-05 13:59:10,2026-03-07 12:54:43,2024-01-05 13:59:10+00:00
AGT0000161,EMP00436,Aarav Sharma,VND0000011,T1,ACTIVE,2024-01-05 14:57:42,2026-03-17 16:43:28,2024-01-05 14:57:42+00:00
AGT0000189,EMP00910,Ananya Rao,VND0000008,T2,ACTIVE,2024-01-05 14:59:44,2025-08-30 07:43:12,2024-01-05 14:59:44+00:00
AGT0000304,EMP00758,Sneha Das,VND0000002,T3,SUSPENDED,2024-01-05 15:01:56,2025-08-14 09:27:27,2024-01-05 15:01:56+00:00
AGT0000766,EMP00245,Pooja Nair,VND0000002,FIELD,ACTIVE,2024-01-05 15:22:56,2025-12-08 21:39:51,2024-01-05 15:22:56+00:00
AGT0000581,EMP00152,Amit Kumar,VND0000002,T2,ACTIVE,2024-01-05 17:33:26,2025-06-05 06:14:22,2024-01-05 17:33:26+00:00
AGT0000700,EMP00770,Pooja Nair,VND0000007,DIGITAL,SUSPENDED,2024-01-05 18:07:16,2025-08-29 04:48:45,2024-01-05 18:07:16+00:00
AGT0000837,EMP00712,Sneha Das,VND0000012,DIGITAL,INACTIVE,2024-01-05 18:54:33,2026-03-08 12:37:16,2024-01-05 18:54:33+00:00
AGT0000202,EMP00059,Vikram Shah,VND0000009,DIGITAL,INACTIVE,2024-01-05 19:04:20,2025-09-02 06:01:23,2024-01-05 19:04:20+00:00
AGT0000967,EMP00755,Rohan Patel,VND0000005,T2,INACTIVE,2024-01-05 19:15:24,2026-04-23 16:22:01,2024-01-05 19:15:24+00:00
AGT0000920,EMP00195,Priya Mehta,VND0000008,FIELD,INACTIVE,2024-01-05 19:47:11,2026-01-05 03:43:11,2024-01-05 19:47:11+00:00
AGT0000393,EMP00934,Ananya Rao,VND0000012,T3,ACTIVE,2024-01-05 21:19:18,2025-11-13 10:09:04,2024-01-05 21:19:18+00:00
AGT0000590,EMP00013,Vikram Shah,VND0000011,T1,SUSPENDED,2024-01-05 21:25:43,2025-03-18 02:58:49,2024-01-05 21:25:43+00:00
AGT0000883,EMP00431,Sneha Das,VND0000010,FIELD,INACTIVE,2024-01-05 21:30:56,2025-07-20 09:16:16,2024-01-05 21:30:56+00:00
AGT0000104,EMP00986,Pooja Nair,VND0000005,DIGITAL,INACTIVE,2024-01-05 22:51:23,2026-06-12 08:08:22,2024-01-05 22:51:23+00:00
AGT0000603,EMP00829,Ananya Rao,VND0000002,FIELD,SUSPENDED,2024-01-05 22:56:09,2025-05-14 03:38:07,2024-01-05 22:56:09+00:00
AGT0000201,EMP00049,Rohan Patel,VND0000003,FIELD,ACTIVE,2024-01-06 00:54:46,2025-10-08 18:19:26,2024-01-06 00:54:46+00:00
AGT0000171,EMP00813,Aarav Sharma,VND0000004,T3,ACTIVE,2024-01-06 02:00:55,2025-12-01 01:02:09,2024-01-06 02:00:55+00:00
AGT0000312,EMP00245,Rohan Patel,VND0000015,FIELD,SUSPENDED,2024-01-06 02:09:16,2026-01-16 08:41:18,2024-01-06 02:09:16+00:00
AGT0000777,EMP00155,Sneha Das,VND0000014,T1,INACTIVE,2024-01-06 05:04:13,2025-05-31 05:12:25,2024-01-06 05:04:13+00:00
AGT0000620,EMP00287,Ananya Rao,VND0000014,DIGITAL,SUSPENDED,2024-01-06 05:29:20,2026-06-05 22:53:02,2024-01-06 05:29:20+00:00
AGT0000617,EMP00427,Neha Singh,VND0000005,T3,INACTIVE,2024-01-06 05:41:23,2026-03-24 22:01:08,2024-01-06 05:41:23+00:00
AGT0000208,EMP00056,Ananya Rao,VND0000009,DIGITAL,SUSPENDED,2024-01-06 06:12:28,2025-08-25 07:00:30,2024-01-06 06:12:28+00:00
AGT0000378,EMP00660,Ananya Rao,VND0000007,T2,INACTIVE,2024-01-06 06:47:59,2025-04-17 10:39:50,2024-01-06 06:47:59+00:00
AGT0000230,EMP00735,Amit Kumar,VND0000012,T3,SUSPENDED,2024-01-06 07:06:48,2025-04-29 13:14:50,2024-01-06 07:06:48+00:00
AGT0000384,EMP00892,Neha Singh,VND0000011,T3,INACTIVE,2024-01-06 08:15:16,2026-05-31 03:58:24,2024-01-06 08:15:16+00:00
AGT0000195,EMP00460,Pooja Nair,VND0000004,FIELD,SUSPENDED,2024-01-06 09:07:52,2025-01-19 08:11:16,2024-01-06 09:07:52+00:00
AGT0000333,EMP00923,Amit Kumar,VND0000007,T1,INACTIVE,2024-01-06 09:23:20,2026-03-23 23:31:40,2024-01-06 09:23:20+00:00
AGT0000465,EMP00637,Pooja Nair,VND0000013,FIELD,INACTIVE,2024-01-06 10:08:03,2026-06-09 08:48:04,2024-01-06 10:08:03+00:00
AGT0000915,EMP00988,Rohan Patel,VND0000002,T1,ACTIVE,2024-01-06 10:33:03,2025-09-06 07:47:57,2024-01-06 10:33:03+00:00
AGT0000146,EMP00437,Amit Kumar,VND0000012,T1,SUSPENDED,2024-01-06 11:23:04,2025-10-23 03:13:08,2024-01-06 11:23:04+00:00
AGT0000878,EMP00577,Neha Singh,VND0000010,FIELD,SUSPENDED,2024-01-06 12:52:32,2025-04-20 06:48:04,2024-01-06 12:52:32+00:00
AGT0000218,EMP00461,Rohan Patel,VND0000005,T3,SUSPENDED,2024-01-06 12:54:41,2025-12-03 02:54:08,2024-01-06 12:54:41+00:00
AGT0000095,EMP00908,Neha Singh,VND0000001,DIGITAL,INACTIVE,2024-01-06 13:02:51,2026-01-15 02:01:37,2024-01-06 13:02:51+00:00
AGT0000288,EMP00625,Priya Mehta,VND0000002,T2,INACTIVE,2024-01-06 13:47:25,2025-06-02 07:12:43,2024-01-06 13:47:25+00:00
AGT0000006,EMP00132,Rahul Verma,VND0000011,T1,SUSPENDED,2024-01-06 14:37:21,2025-04-18 09:40:28,2024-01-06 14:37:21+00:00
AGT0000796,EMP00449,Amit Kumar,VND0000003,FIELD,ACTIVE,2024-01-06 14:59:50,2025-08-17 02:02:54,2024-01-06 14:59:50+00:00
AGT0000843,EMP00942,Ananya Rao,VND0000004,T3,SUSPENDED,2024-01-06 15:28:41,2026-03-07 03:34:09,2024-01-06 15:28:41+00:00
AGT0000924,EMP00282,Rahul Verma,VND0000001,T1,SUSPENDED,2024-01-06 16:22:18,2026-08-01 01:37:23,2024-01-06 16:22:18+00:00
AGT0000044,EMP00516,Rohan Patel,VND0000001,T3,INACTIVE,2024-01-06 17:28:06,2025-12-08 18:43:20,2024-01-06 17:28:06+00:00
AGT0000398,EMP00283,Rahul Verma,VND0000002,T1,SUSPENDED,2024-01-06 20:31:12,2025-01-10 05:19:31,2024-01-06 20:31:12+00:00
AGT0000784,EMP00475,Aarav Sharma,VND0000002,T1,ACTIVE,2024-01-06 20:38:34,2026-01-04 19:01:42,2024-01-06 20:38:34+00:00
AGT0000803,EMP00492,Sneha Das,VND0000002,T3,INACTIVE,2024-01-06 22:06:47,2026-07-14 04:53:24,2024-01-06 22:06:47+00:00
AGT0000870,EMP00167,Pooja Nair,VND0000001,DIGITAL,INACTIVE,2024-01-06 22:57:24,2025-01-19 19:59:27,2024-01-06 22:57:24+00:00
AGT0000009,EMP00259,Ananya Rao,VND0000007,FIELD,INACTIVE,2024-01-06 23:15:18,2025-02-14 16:02:47,2024-01-06 23:15:18+00:00
AGT0000561,EMP00651,Ananya Rao,VND0000004,T3,ACTIVE,2024-01-06 23:43:43,2025-04-24 22:59:08,2024-01-06 23:43:43+00:00
AGT0000718,EMP01039,Neha Singh,VND0000012,T1,ACTIVE,2024-01-07 02:38:06,2026-06-19 09:42:01,2024-01-07 02:38:06+00:00
AGT0000018,EMP00427,Neha Singh,VND0000009,FIELD,INACTIVE,2024-01-07 04:05:24,2026-06-04 09:37:48,2024-01-07 04:05:24+00:00
AGT0000933,EMP01027,Rahul Verma,VND0000002,T2,INACTIVE,2024-01-07 04:11:38,2025-10-06 17:52:08,2024-01-07 04:11:38+00:00
AGT0000740,EMP00934,Pooja Nair,VND0000006,T1,INACTIVE,2024-01-07 04:14:22,2026-07-20 17:11:48,2024-01-07 04:14:22+00:00
AGT0000148,EMP00614,Rahul Verma,VND0000005,T3,SUSPENDED,2024-01-07 04:45:58,2026-07-29 04:49:51,2024-01-07 04:45:58+00:00
AGT0000262,EMP01022,Vikram Shah,VND0000014,T3,INACTIVE,2024-01-07 05:29:56,2025-10-31 23:12:47,2024-01-07 05:29:56+00:00
AGT0000387,EMP00123,Ananya Rao,VND0000015,DIGITAL,ACTIVE,2024-01-07 05:31:12,2026-01-07 05:20:01,2024-01-07 05:31:12+00:00
AGT0000510,EMP00782,Priya Mehta,VND0000002,T3,ACTIVE,2024-01-07 07:03:48,2025-06-27 03:29:54,2024-01-07 07:03:48+00:00
AGT0000316,EMP00783,Amit Kumar,VND0000003,T1,SUSPENDED,2024-01-07 08:23:20,2025-12-07 08:02:43,2024-01-07 08:23:20+00:00
AGT0000199,EMP00168,Rohan Patel,VND0000001,T3,SUSPENDED,2024-01-07 09:31:17,2025-09-26 10:54:56,2024-01-07 09:31:17+00:00
AGT0000975,EMP00293,Neha Singh,VND0000010,T2,ACTIVE,2024-01-07 10:29:43,2026-03-02 06:26:26,2024-01-07 10:29:43+00:00
AGT0000399,EMP00352,Ananya Rao,VND0000008,FIELD,SUSPENDED,2024-01-07 11:46:03,2025-03-15 21:18:54,2024-01-07 11:46:03+00:00
AGT0000458,EMP00490,Ananya Rao,VND0000014,DIGITAL,ACTIVE,2024-01-07 12:10:29,2025-11-02 02:41:46,2024-01-07 12:10:29+00:00
AGT0000473,EMP00163,Sneha Das,VND0000015,T1,SUSPENDED,2024-01-07 14:10:13,2025-12-23 07:13:32,2024-01-07 14:10:13+00:00
AGT0000997,EMP00976,Ananya Rao,VND0000009,DIGITAL,INACTIVE,2024-01-07 15:47:37,2026-03-11 22:36:03,2024-01-07 15:47:37+00:00
AGT0000812,EMP00055,Pooja Nair,VND0000005,T3,SUSPENDED,2024-01-07 17:17:18,2026-08-02 13:29:30,2024-01-07 17:17:18+00:00
AGT0000324,EMP00007,Pooja Nair,VND0000010,T2,SUSPENDED,2024-01-07 18:49:08,2025-12-07 21:38:44,2024-01-07 18:49:08+00:00
AGT0000411,EMP00513,Sneha Das,VND0000007,FIELD,INACTIVE,2024-01-07 19:11:12,2026-01-20 21:40:03,2024-01-07 19:11:12+00:00
AGT0000699,EMP00617,Ananya Rao,VND0000009,T3,ACTIVE,2024-01-07 19:53:03,2026-01-09 19:15:38,2024-01-07 19:53:03+00:00
AGT0000426,EMP00837,Amit Kumar,VND0000004,T1,SUSPENDED,2024-01-07 20:37:54,2025-12-07 01:42:16,2024-01-07 20:37:54+00:00
AGT0000463,EMP00406,Rohan Patel,VND0000007,T2,SUSPENDED,2024-01-07 20:39:21,2025-10-15 10:41:38,2024-01-07 20:39:21+00:00
AGT0000573,EMP00549,Vikram Shah,VND0000012,T1,SUSPENDED,2024-01-07 21:57:16,2025-08-09 13:33:54,2024-01-07 21:57:16+00:00
AGT0000182,EMP00750,Ananya Rao,VND0000002,T1,ACTIVE,2024-01-07 22:07:59,2026-01-15 17:21:40,2024-01-07 22:07:59+00:00
AGT0000490,EMP00281,Rohan Patel,VND0000009,T2,SUSPENDED,2024-01-07 22:54:13,2026-07-05 09:50:19,2024-01-07 22:54:13+00:00
AGT0000655,EMP00196,Amit Kumar,VND0000007,T1,SUSPENDED,2024-01-07 23:01:23,2025-10-25 05:40:57,2024-01-07 23:01:23+00:00
AGT0000820,EMP00735,Aarav Sharma,VND0000015,FIELD,ACTIVE,2024-01-08 01:48:02,2025-06-14 14:48:32,2024-01-08 01:48:02+00:00
AGT0000646,EMP00545,Aarav Sharma,VND0000012,T3,INACTIVE,2024-01-08 02:30:08,2026-06-21 00:57:55,2024-01-08 02:30:08+00:00
AGT0000621,EMP01020,Amit Kumar,VND0000015,T1,INACTIVE,2024-01-08 03:12:02,2026-06-15 04:34:50,2024-01-08 03:12:02+00:00
AGT0000475,EMP00168,Pooja Nair,VND0000006,FIELD,INACTIVE,2024-01-08 03:14:48,2026-04-18 01:20:48,2024-01-08 03:14:48+00:00
AGT0000447,EMP00546,Pooja Nair,VND0000009,T3,SUSPENDED,2024-01-08 03:16:55,2025-10-28 06:45:06,2024-01-08 03:16:55+00:00
AGT0000782,EMP00085,Priya Mehta,VND0000013,T1,INACTIVE,2024-01-08 04:28:25,2025-12-18 13:30:28,2024-01-08 04:28:25+00:00
AGT0000066,EMP00673,Amit Kumar,VND0000014,T2,ACTIVE,2024-01-08 04:35:57,2026-04-05 18:56:06,2024-01-08 04:35:57+00:00
AGT0000211,EMP00834,Rohan Patel,VND0000001,DIGITAL,ACTIVE,2024-01-08 06:51:47,2026-01-27 12:56:47,2024-01-08 06:51:47+00:00
AGT0000656,EMP00083,Priya Mehta,VND0000006,DIGITAL,INACTIVE,2024-01-08 07:37:23,2025-04-19 21:46:22,2024-01-08 07:37:23+00:00
AGT0000466,EMP00200,Pooja Nair,VND0000008,T2,SUSPENDED,2024-01-08 10:58:40,2025-03-05 18:58:13,2024-01-08 10:58:40+00:00
AGT0000929,EMP00088,Pooja Nair,VND0000001,FIELD,INACTIVE,2024-01-08 11:50:10,2026-06-28 00:37:25,2024-01-08 11:50:10+00:00
AGT0000233,EMP00373,Neha Singh,VND0000005,DIGITAL,SUSPENDED,2024-01-08 13:12:42,2025-05-15 00:57:05,2024-01-08 13:12:42+00:00
AGT0000673,EMP00272,Vikram Shah,VND0000008,T2,ACTIVE,2024-01-08 13:36:38,2026-05-10 02:45:32,2024-01-08 13:36:38+00:00
AGT0000508,EMP00691,Neha Singh,VND0000003,T3,ACTIVE,2024-01-08 13:46:14,2026-04-15 23:20:05,2024-01-08 13:46:14+00:00
AGT0000303,EMP00165,Sneha Das,VND0000007,DIGITAL,ACTIVE,2024-01-08 15:02:23,2025-05-25 18:01:29,2024-01-08 15:02:23+00:00
AGT0000600,EMP01067,Ananya Rao,VND0000012,T1,SUSPENDED,2024-01-08 15:06:31,2025-02-12 01:09:32,2024-01-08 15:06:31+00:00
AGT0000871,EMP01024,Ananya Rao,VND0000005,DIGITAL,INACTIVE,2024-01-08 16:11:07,2025-11-11 20:38:08,2024-01-08 16:11:07+00:00
AGT0000160,EMP00964,Vikram Shah,VND0000005,T3,INACTIVE,2024-01-08 18:01:33,2026-04-10 08:25:42,2024-01-08 18:01:33+00:00
AGT0000239,EMP00435,Aarav Sharma,VND0000010,DIGITAL,INACTIVE,2024-01-08 18:22:31,2026-05-26 21:28:04,2024-01-08 18:22:31+00:00
AGT0000346,EMP00322,Rohan Patel,VND0000008,T1,ACTIVE,2024-01-08 18:34:10,2026-02-24 20:46:21,2024-01-08 18:34:10+00:00
AGT0000752,EMP00867,Ananya Rao,VND0000001,FIELD,INACTIVE,2024-01-08 20:30:08,2025-02-07 03:28:25,2024-01-08 20:30:08+00:00
AGT0000534,EMP00498,Ananya Rao,VND0000007,T3,INACTIVE,2024-01-08 20:55:52,2026-06-22 20:27:21,2024-01-08 20:55:52+00:00
AGT0000328,EMP00886,Pooja Nair,VND0000002,T2,SUSPENDED,2024-01-08 22:01:46,2025-04-14 14:37:04,2024-01-08 22:01:46+00:00
AGT0000664,EMP00650,Priya Mehta,VND0000012,FIELD,ACTIVE,2024-01-09 02:25:00,2025-12-10 20:29:59,2024-01-09 02:25:00+00:00
AGT0000031,EMP00977,Neha Singh,VND0000005,FIELD,SUSPENDED,2024-01-09 02:33:31,2026-05-16 02:52:29,2024-01-09 02:33:31+00:00
AGT0000390,EMP00896,Aarav Sharma,VND0000011,T3,ACTIVE,2024-01-09 02:49:42,2026-04-26 00:20:07,2024-01-09 02:49:42+00:00
AGT0000263,EMP01048,Vikram Shah,VND0000010,DIGITAL,ACTIVE,2024-01-09 03:15:01,2026-03-03 18:48:03,2024-01-09 03:15:01+00:00
AGT0000486,EMP00038,Vikram Shah,VND0000011,FIELD,ACTIVE,2024-01-09 03:55:33,2026-07-26 19:07:46,2024-01-09 03:55:33+00:00
AGT0000275,EMP00162,Aarav Sharma,VND0000004,DIGITAL,SUSPENDED,2024-01-09 03:58:37,2025-02-14 01:01:29,2024-01-09 03:58:37+00:00
AGT0000113,EMP00024,Sneha Das,VND0000008,T2,SUSPENDED,2024-01-09 04:18:23,2025-04-28 06:21:04,2024-01-09 04:18:23+00:00
AGT0000947,EMP00109,Aarav Sharma,VND0000008,T1,SUSPENDED,2024-01-09 04:19:17,2026-01-08 23:25:41,2024-01-09 04:19:17+00:00
AGT0000608,EMP00422,Aarav Sharma,VND0000010,FIELD,SUSPENDED,2024-01-09 04:38:01,2026-07-23 15:37:44,2024-01-09 04:38:01+00:00
AGT0000448,EMP00455,Ananya Rao,VND0000001,FIELD,ACTIVE,2024-01-09 05:42:13,2025-05-11 09:13:39,2024-01-09 05:42:13+00:00
AGT0000832,EMP01064,Ananya Rao,VND0000012,DIGITAL,ACTIVE,2024-01-09 05:58:17,2025-09-28 00:36:17,2024-01-09 05:58:17+00:00
AGT0000278,EMP00222,Vikram Shah,VND0000006,T3,SUSPENDED,2024-01-09 06:24:19,2026-07-15 03:31:07,2024-01-09 06:24:19+00:00
AGT0000594,EMP01079,Sneha Das,VND0000011,T2,SUSPENDED,2024-01-09 06:28:48,2026-07-24 16:07:20,2024-01-09 06:28:48+00:00
AGT0000264,EMP00729,Aarav Sharma,VND0000006,T3,SUSPENDED,2024-01-09 07:02:13,2025-06-06 20:01:36,2024-01-09 07:02:13+00:00
AGT0000750,EMP00810,Sneha Das,VND0000012,T3,INACTIVE,2024-01-09 07:40:49,2025-07-03 18:13:46,2024-01-09 07:40:49+00:00
AGT0000314,EMP00448,Vikram Shah,VND0000008,FIELD,INACTIVE,2024-01-09 08:11:44,2025-06-09 03:10:14,2024-01-09 08:11:44+00:00
AGT0000132,EMP00101,Vikram Shah,VND0000004,T1,INACTIVE,2024-01-09 08:20:54,2026-06-06 01:47:03,2024-01-09 08:20:54+00:00
AGT0000609,EMP01024,Priya Mehta,VND0000014,T3,ACTIVE,2024-01-09 09:20:37,2025-09-16 12:46:03,2024-01-09 09:20:37+00:00
AGT0000705,EMP00469,Aarav Sharma,VND0000001,T3,SUSPENDED,2024-01-09 10:03:10,2026-06-02 03:23:15,2024-01-09 10:03:10+00:00
AGT0000450,EMP00895,Sneha Das,VND0000001,T2,INACTIVE,2024-01-09 11:24:39,2026-06-23 05:27:50,2024-01-09 11:24:39+00:00
AGT0000969,EMP01054,Amit Kumar,VND0000002,T2,ACTIVE,2024-01-09 11:36:30,2026-04-16 10:27:22,2024-01-09 11:36:30+00:00
AGT0000952,EMP00806,Amit Kumar,VND0000002,FIELD,INACTIVE,2024-01-09 12:39:38,2026-04-13 18:50:53,2024-01-09 12:39:38+00:00
AGT0000858,EMP00415,Vikram Shah,VND0000006,DIGITAL,SUSPENDED,2024-01-09 12:41:45,2025-12-05 02:18:10,2024-01-09 12:41:45+00:00
AGT0000652,EMP00960,Vikram Shah,VND0000013,T2,SUSPENDED,2024-01-09 14:03:04,2025-04-25 06:07:43,2024-01-09 14:03:04+00:00
AGT0000827,EMP00568,Neha Singh,VND0000013,T2,ACTIVE,2024-01-09 14:19:35,2025-01-07 13:19:55,2024-01-09 14:19:35+00:00
AGT0000028,EMP00894,Rahul Verma,VND0000015,T2,INACTIVE,2024-01-09 14:59:12,2025-10-22 20:55:59,2024-01-09 14:59:12+00:00
AGT0000963,EMP00736,Priya Mehta,VND0000009,DIGITAL,INACTIVE,2024-01-09 15:06:31,2025-04-24 23:57:12,2024-01-09 15:06:31+00:00
AGT0000792,EMP00477,Amit Kumar,VND0000012,T1,INACTIVE,2024-01-09 15:18:56,2025-03-10 05:09:08,2024-01-09 15:18:56+00:00
AGT0000221,EMP01045,Neha Singh,VND0000015,FIELD,INACTIVE,2024-01-09 16:11:23,2026-06-14 16:06:42,2024-01-09 16:11:23+00:00
AGT0000129,EMP00368,Aarav Sharma,VND0000012,T3,SUSPENDED,2024-01-09 20:24:36,2025-10-29 11:01:10,2024-01-09 20:24:36+00:00
AGT0000547,EMP00178,Aarav Sharma,VND0000004,T1,ACTIVE,2024-01-09 20:37:11,2025-01-28 06:09:53,2024-01-09 20:37:11+00:00
AGT0000543,EMP00090,Vikram Shah,VND0000004,FIELD,SUSPENDED,2024-01-09 20:45:59,2025-10-22 02:14:46,2024-01-09 20:45:59+00:00
AGT0000236,EMP00989,Amit Kumar,VND0000015,FIELD,SUSPENDED,2024-01-09 21:42:50,2025-03-27 02:29:31,2024-01-09 21:42:50+00:00
AGT0000225,EMP00224,Vikram Shah,VND0000005,DIGITAL,SUSPENDED,2024-01-09 22:23:13,2025-01-21 01:40:04,2024-01-09 22:23:13+00:00
AGT0000449,EMP00415,Aarav Sharma,VND0000005,DIGITAL,SUSPENDED,2024-01-09 23:13:45,2025-09-27 07:45:14,2024-01-09 23:13:45+00:00
AGT0000906,EMP00174,Aarav Sharma,VND0000006,T2,SUSPENDED,2024-01-10 00:30:08,2026-02-23 22:55:53,2024-01-10 00:30:08+00:00
AGT0000096,EMP00593,Aarav Sharma,VND0000006,T2,ACTIVE,2024-01-10 00:55:00,2025-01-30 17:42:10,2024-01-10 00:55:00+00:00
AGT0000105,EMP00730,Aarav Sharma,VND0000003,FIELD,SUSPENDED,2024-01-10 01:35:57,2025-12-24 07:41:06,2024-01-10 01:35:57+00:00
AGT0000220,EMP00350,Vikram Shah,VND0000005,T3,SUSPENDED,2024-01-10 01:50:46,2025-07-02 10:52:58,2024-01-10 01:50:46+00:00
AGT0000613,EMP00312,Priya Mehta,VND0000009,T3,INACTIVE,2024-01-10 02:25:02,2025-09-24 00:17:57,2024-01-10 02:25:02+00:00
AGT0000101,EMP00007,Sneha Das,VND0000013,T3,INACTIVE,2024-01-10 02:41:12,2025-07-02 15:17:26,2024-01-10 02:41:12+00:00
AGT0000728,EMP00622,Amit Kumar,VND0000015,DIGITAL,ACTIVE,2024-01-10 03:14:10,2025-08-10 18:55:59,2024-01-10 03:14:10+00:00
AGT0000383,EMP00453,Rahul Verma,VND0000011,T2,ACTIVE,2024-01-10 03:31:48,2025-08-25 00:34:17,2024-01-10 03:31:48+00:00
AGT0000078,EMP00116,Rahul Verma,VND0000011,T3,SUSPENDED,2024-01-10 05:30:28,2025-11-16 09:50:48,2024-01-10 05:30:28+00:00
AGT0000597,EMP01005,Vikram Shah,VND0000013,T3,ACTIVE,2024-01-10 06:36:59,2026-02-03 12:13:53,2024-01-10 06:36:59+00:00
AGT0000319,EMP00436,Priya Mehta,VND0000001,T1,SUSPENDED,2024-01-10 07:24:23,2026-06-28 04:04:34,2024-01-10 07:24:23+00:00
AGT0000306,EMP01081,Aarav Sharma,VND0000005,DIGITAL,INACTIVE,2024-01-10 08:31:26,2026-06-12 19:50:58,2024-01-10 08:31:26+00:00
AGT0000364,EMP00351,Aarav Sharma,VND0000006,DIGITAL,INACTIVE,2024-01-10 11:02:59,2025-04-03 18:48:43,2024-01-10 11:02:59+00:00
AGT0000026,EMP00563,Aarav Sharma,VND0000013,T3,INACTIVE,2024-01-10 11:58:23,2026-06-20 06:44:21,2024-01-10 11:58:23+00:00
AGT0000360,EMP01045,Ananya Rao,VND0000006,FIELD,INACTIVE,2024-01-10 11:59:51,2025-12-13 09:47:56,2024-01-10 11:59:51+00:00
AGT0000823,EMP00319,Sneha Das,VND0000008,T2,ACTIVE,2024-01-10 14:47:38,2025-02-19 20:19:49,2024-01-10 14:47:38+00:00
AGT0000413,EMP00245,Aarav Sharma,VND0000012,FIELD,INACTIVE,2024-01-10 15:51:27,2026-04-24 09:18:06,2024-01-10 15:51:27+00:00
AGT0000577,EMP00475,Neha Singh,VND0000006,T2,INACTIVE,2024-01-10 16:26:28,2025-04-11 18:01:17,2024-01-10 16:26:28+00:00
AGT0000332,EMP00851,Vikram Shah,VND0000007,DIGITAL,INACTIVE,2024-01-10 16:44:12,2026-04-09 22:03:59,2024-01-10 16:44:12+00:00
AGT0000516,EMP00977,Sneha Das,VND0000008,FIELD,ACTIVE,2024-01-10 16:58:34,2025-01-20 16:24:37,2024-01-10 16:58:34+00:00
AGT0000434,EMP00603,Sneha Das,VND0000009,T3,INACTIVE,2024-01-10 17:31:16,2025-02-11 07:15:44,2024-01-10 17:31:16+00:00
AGT0000260,EMP00587,Sneha Das,VND0000007,T3,SUSPENDED,2024-01-10 18:22:44,2025-05-08 09:44:10,2024-01-10 18:22:44+00:00
AGT0000684,EMP00891,Amit Kumar,VND0000006,DIGITAL,INACTIVE,2024-01-10 18:33:37,2026-02-25 07:53:45,2024-01-10 18:33:37+00:00
AGT0000308,EMP00731,Ananya Rao,VND0000014,DIGITAL,INACTIVE,2024-01-10 18:34:25,2026-01-31 10:30:40,2024-01-10 18:34:25+00:00
AGT0000180,EMP00007,Priya Mehta,VND0000013,T1,ACTIVE,2024-01-10 18:47:45,2025-02-13 01:13:44,2024-01-10 18:47:45+00:00
AGT0000197,EMP01000,Sneha Das,VND0000010,T1,SUSPENDED,2024-01-10 18:48:51,2025-01-06 05:15:40,2024-01-10 18:48:51+00:00
AGT0000956,EMP00558,Neha Singh,VND0000004,DIGITAL,INACTIVE,2024-01-10 19:09:13,2025-04-06 16:18:23,2024-01-10 19:09:13+00:00
AGT0000287,EMP00470,Priya Mehta,VND0000010,T3,SUSPENDED,2024-01-10 19:57:00,2025-11-03 08:43:53,2024-01-10 19:57:00+00:00
AGT0000771,EMP00327,Priya Mehta,VND0000014,T2,INACTIVE,2024-01-10 21:44:04,2025-08-02 16:18:42,2024-01-10 21:44:04+00:00
